,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
4404,CCXX.WS,Churchill Capital Corp III,,0.0,,,,,https://old.nasdaq.com/symbol/ccxx.ws,
4488,CCZ,Comcast Corporation,60.0,0.0,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/ccz,
4358,CDAY,Ceridian HCM Holding Inc.,75.59,11113330315.89,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cday,
3548,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,48.5,0.0,,,,,https://old.nasdaq.com/symbol/cdc,
4461,CDE,"Coeur Mining, Inc.",8.25,2010839712.75,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cde,
647,CDEV,"Centennial Resource Development, Inc.",0.693,192868217.388,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cdev,
630,CDK,"CDK Global, Inc.",43.45,5280938027.2,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cdk,
3549,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,41.6353,0.0,,,,,https://old.nasdaq.com/symbol/cdl,
603,CDLX,"Cardlytics, Inc.",64.255,1753268612.52,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/cdlx,
362,CDMO,"Avid Bioservices, Inc.",7.76,439237665.92,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo,
363,CDMOP,"Avid Bioservices, Inc.",26.9,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop,
605,CDNA,"CareDx, Inc.",33.28,1629516961.28,,2014.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cdna,
560,CDNS,"Cadence Design Systems, Inc.",101.15,28200013100.0,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cdns,
805,CDOR,"Condor Hospitality Trust, Inc.",4.11,49360351.98,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdor,
6962,CDOR,"Condor Hospitality Trust, Inc.",4.11,49360351.98,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdor,
4340,CDR,"Cedar Realty Trust, Inc.",0.8105,72400486.648,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdr,
4341,CDR^B,"Cedar Realty Trust, Inc.",19.78,0.0,,,,,https://old.nasdaq.com/symbol/cdr^b,
4342,CDR^C,"Cedar Realty Trust, Inc.",18.1,0.0,,,,,https://old.nasdaq.com/symbol/cdr^c,
717,CDTX,"Cidara Therapeutics, Inc.",3.26,140046975.7,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cdtx,
631,CDW,CDW Corporation,114.23,16297155147.57,,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/cdw,
709,CDXC,ChromaDex Corporation,4.55,280391138.3,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cdxc,
763,CDXS,"Codexis, Inc.",12.01,710113108.2,,2010.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cdxs,
561,CDZI,"Cadiz, Inc.",10.01,348343095.1,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cdzi,
4343,CE,Celanese Corporation,114.22,13511159527.86,,2005.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ce,
4383,CEA,China Eastern Airlines Corporation Ltd.,24.0,7862164416.0,,1997.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cea,
632,CECE,CECO Environmental Corp.,8.02,284659963.22,,,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/cece,
6524,CEE,"The Central and Eastern Europe Fund, Inc.",20.88,140019964.56,,,,,https://old.nasdaq.com/symbol/cee,
1457,CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,27.0,0.0,,,,,https://old.nasdaq.com/symbol/cefa,
6940,CEI,"Camber Energy, Inc.",0.5078,12119740.2934,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cei,
4513,CEIX,CONSOL Energy Inc.,5.24,136419197.52,,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ceix,
4346,CEL,"Cellcom Israel, Ltd.",3.8,568509636.2,,2007.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cel,
633,CELC,Celcuity Inc.,5.4,55561966.2,,2017.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/celc,
4345,CELG~,Celgene Corporation,0.4399,0.0,,,,,https://old.nasdaq.com/symbol/celg~,
642,CELH,"Celsius Holdings, Inc.",21.94,1526708678.32,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/celh,
4583,CELP,"Cypress Environmental Partners, L.P. ",2.16,26372046.96,,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp,
4436,CEM,ClearBridge MLP and Midstream Fund Inc.,12.71,178994828.32,,2010.0,,,https://old.nasdaq.com/symbol/cem,
679,CEMI,"Chembio Diagnostics, Inc.",4.5,90726939.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cemi,
4351,CEN,Center Coast Brookfield MLP & Energy Infrastructur,8.03,39559835.15,,2013.0,,,https://old.nasdaq.com/symbol/cen,
650,CENT,Central Garden & Pet Company,38.15,2086708938.3,,1993.0,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/cent,
651,CENTA,Central Garden & Pet Company,35.22,1926445316.04,,,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/centa,
654,CENX,Century Aluminum Company,9.35,836683197.9,,1996.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/cenx,
4455,CEO,CNOOC Limited,108.32,48362124230.88,,2001.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo,
4356,CEPU,Central Puerto S.A.,2.12,320972717.0,,2018.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cepu,
4555,CEQP,Crestwood Equity Partners LP,13.76,1006701937.28,,,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/ceqp,
4556,CEQP^,Crestwood Equity Partners LP,6.15,0.0,,,,,https://old.nasdaq.com/symbol/ceqp^,
658,CERC,Cerecor Inc.,2.84,216286419.6,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cerc,
660,CERN,Cerner Corporation,71.78,21920287730.78,,1986.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cern,
661,CERS,Cerus Corporation,6.33,1051864506.24,,1997.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cers,
6945,CET,Central Securities Corporation,29.09,750147029.9,,,,,https://old.nasdaq.com/symbol/cet,
649,CETV,Central European Media Enterprises Ltd.,4.29,1092227663.67,,1994.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/cetv,
644,CETX,Cemtrex Inc.,1.08,18082800.72,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/cetx,
645,CETXP,Cemtrex Inc.,1.9001,0.0,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/cetxp,
646,CETXW,Cemtrex Inc.,0.055,0.0,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/cetxw,
6985,CEV,Eaton Vance California Municipal Income Trust,13.37,95375897.75,,1999.0,,,https://old.nasdaq.com/symbol/cev,
662,CEVA,"CEVA, Inc.",36.65,812120569.75,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/ceva,
3540,CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,19.6323,0.0,,,,,https://old.nasdaq.com/symbol/cey,
3541,CEZ,VictoryShares Emerging Market Volatility Wtd ETF,23.8483,0.0,,,,,https://old.nasdaq.com/symbol/cez,
4359,CF,"CF Industries Holdings, Inc.",34.64,7408801156.24,,2005.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cf,
3546,CFA,VictoryShares US 500 Volatility Wtd ETF,54.66,0.0,,,,,https://old.nasdaq.com/symbol/cfa,
868,CFB,"CrossFirst Bankshares, Inc.",9.96,519799531.68,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cfb,
793,CFBI,"Community First Bancshares, Inc.",7.9,59809296.3,,2017.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cfbi,
663,CFBK,CF Bankshares Inc.,11.31,74264355.36,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cfbk,
664,CFFA,CF Finance Acquisition Corp.,10.45,369191352.2,,2019.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cffa,
665,CFFAU,CF Finance Acquisition Corp.,11.25,0.0,,2018.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cffau,
666,CFFAW,CF Finance Acquisition Corp.,1.1741,0.0,,2019.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cffaw,
556,CFFI,C&F Financial Corporation,30.36,110771070.96,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cffi,
596,CFFN,"Capitol Federal Financial, Inc.",9.39,1328831446.44,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cffn,
4425,CFG,"Citizens Financial Group, Inc.",27.49,11733520715.59,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cfg,
4426,CFG^D,"Citizens Financial Group, Inc.",27.45,0.0,,,,,https://old.nasdaq.com/symbol/cfg^d,
4427,CFG^E,"Citizens Financial Group, Inc.",25.36,0.0,,,,,https://old.nasdaq.com/symbol/cfg^e,
667,CFIIU,CF Finance Acquisition Corp. II,10.0,0.0,,2020.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cfiiu,
807,CFMS,"ConforMIS, Inc.",0.85,65922207.3,,2015.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/cfms,
3545,CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,54.7,0.0,,,,,https://old.nasdaq.com/symbol/cfo,
4566,CFR,"Cullen/Frost Bankers, Inc.",68.06,4267421892.8,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cfr,
818,CFRX,ContraFect Corporation,5.69,158235099.08,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cfrx,
4472,CFX,Colfax Corporation,34.63,4099811520.19,,2008.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfx,
4473,CFXA,Colfax Corporation,146.91,0.0,,2019.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfxa,
3280,CG,The Carlyle Group Inc.,24.89,8678990772.76,,2012.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cg,
4385,CGA,"China Green Agriculture, Inc.",2.5947,16476679.7163,,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cga,
3245,CGBD,"TCG BDC, Inc.",9.21,518602353.36,,2017.0,,,https://old.nasdaq.com/symbol/cgbd,
4294,CGC,Canopy Growth Corporation,16.4,6088862964.8,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cgc,
797,CGEN,Compugen Ltd.,18.16,1501726835.44,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cgen,
586,CGIX,"Cancer Genetics, Inc.",4.61,10638091.32,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cgix,
768,CGNX,Cognex Corporation,62.99,10900248923.08,,1989.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cgnx,
569,CGO,Calamos Global Total Return Fund,12.29,108351565.02,,2005.0,,,https://old.nasdaq.com/symbol/cgo,
774,CGRO,Collective Growth Corporation,9.86,187463250.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/cgro,
775,CGROU,Collective Growth Corporation,10.05,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/cgrou,
776,CGROW,Collective Growth Corporation,0.78,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/cgrow,
4391,CHA,China Telecom Corp Ltd,32.47,26278620400.0,,2002.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cha,
6947,CHAQ,Chardan Healthcare Acquisition 2 Corp.,9.91,106813002.55,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/chaq,
6948,CHAQ.U,Chardan Healthcare Acquisition 2 Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/chaq.u,
6949,CHAQ.WS,Chardan Healthcare Acquisition 2 Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/chaq.ws,
801,CHCI,"Comstock Holding Companies, Inc.",2.29,18499792.48,,2004.0,Finance,Real Estate,https://old.nasdaq.com/symbol/chci,
737,CHCO,City Holding Company,60.58,971108304.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/chco,
4494,CHCT,Community Healthcare Trust Incorporated,46.9,1065866893.7,,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chct,
4398,CHD,"Church & Dwight Company, Inc.",92.06,22767537564.64,,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/chd,
715,CHDN,"Churchill Downs, Incorporated",161.7,6376501731.6,,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/chdn,
4368,CHE,Chemed Corp.,478.94,7624338774.36,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/che,
3282,CHEF,"The Chefs&#39; Warehouse, Inc.",17.6,665236844.8,,2011.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/chef,
675,CHEK,Check-Cap Ltd.,0.37,17105831.12,,2015.0,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/chek,
676,CHEKZ,Check-Cap Ltd.,0.0437,0.0,,,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/chekz,
682,CHFS,"CHF Solutions, Inc.",0.3306,27135022.1742,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/chfs,
4367,CHGG,"Chegg, Inc.",65.26,8386839367.66,,2013.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/chgg,
4395,CHH,"Choice Hotels International, Inc.",96.15,5323337538.75,,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/chh,
566,CHI,Calamos Convertible Opportunities and Income Fund,11.22,795765204.3,,2002.0,,,https://old.nasdaq.com/symbol/chi,
1447,CHIC,Global X Funds Global X MSCI China Communication Services ETF,26.9105,26910311.6265,,,,,https://old.nasdaq.com/symbol/chic,
674,CHKP,Check Point Software Technologies Ltd.,119.98,16821207038.16,,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/chkp,
4387,CHL,China Mobile (Hong Kong) Ltd.,34.06,139478989480.74,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chl,
683,CHMA,"Chiasma, Inc.",5.39,311554305.37,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/chma,
681,CHMG,Chemung Financial Corp,30.0,143400240.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/chmg,
4370,CHMI,Cherry Hill Mortgage Investment Corporation,9.76,166670134.08,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chmi,
4371,CHMI^A,Cherry Hill Mortgage Investment Corporation,23.74,0.0,,,,,https://old.nasdaq.com/symbol/chmi^a,
4372,CHMI^B,Cherry Hill Mortgage Investment Corporation,21.99,0.0,,,,,https://old.nasdaq.com/symbol/chmi^b,
4384,CHN,"China Fund, Inc. (The)",25.805,270369874.71,,,,,https://old.nasdaq.com/symbol/chn,
2168,CHNA,Loncar China BioPharma ETF,31.06,0.0,,,,,https://old.nasdaq.com/symbol/chna,
669,CHNG,Change Healthcare Inc.,14.95,4549243947.3,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/chng,
670,CHNGU,Change Healthcare Inc.,54.27,0.0,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/chngu,
698,CHNR,"China Natural Resources, Inc.",1.14,38746413.48,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/chnr,
706,CHPM,CHP Merger Corp.,10.09,378375000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/chpm,
707,CHPMU,CHP Merger Corp.,10.55,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/chpmu,
708,CHPMW,CHP Merger Corp.,1.08,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/chpmw,
4363,CHRA,"Charah Solutions, Inc.",2.94,88158143.22,,2018.0,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/chra,
772,CHRS,"Coherus BioSciences, Inc.",19.07,1362941233.59,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/chrs,
557,CHRW,"C.H. Robinson Worldwide, Inc.",103.57,13963659848.71,,1997.0,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/chrw,
4376,CHS,"Chico&#39;s FAS, Inc.",1.14,136676577.9,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/chs,
710,CHSCL,CHS Inc,28.0,0.0,,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/chscl,
711,CHSCM,CHS Inc,26.4,0.0,,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/chscm,
712,CHSCN,CHS Inc,26.73,0.0,,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/chscn,
713,CHSCO,CHS Inc,27.84,0.0,,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/chsco,
714,CHSCP,CHS Inc,28.414,0.0,,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/chscp,
4397,CHT,"Chunghwa Telecom Co., Ltd.",37.06,28749098582.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cht,
673,CHTR,"Charter Communications, Inc.",620.31,127101008484.87,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/chtr,
4392,CHU,China Unicom (Hong Kong) Ltd,7.12,21785776000.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chu,
716,CHUY,"Chuy&#39;s Holdings, Inc.",20.8,409549753.6,,2012.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/chuy,
568,CHW,Calamos Global Dynamic Income Fund,8.32,493763587.2,,2007.0,,,https://old.nasdaq.com/symbol/chw,
4375,CHWY,"Chewy, Inc.",54.42,21853074350.64,,2019.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/chwy,
4361,CHX,ChampionX Corporation,9.64,1926157805.64,,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/chx,
565,CHY,Calamos Convertible and High Income Fund,11.85,868017275.55,,2003.0,,,https://old.nasdaq.com/symbol/chy,
4407,CI,Cigna Corporation,169.0,62056906301.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ci,
4428,CIA,"Citizens, Inc.",5.72,288040781.6,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/cia,
4060,CIB,BanColombia S.A.,27.36,6578896680.0,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib,
1264,CIBR,First Trust NASDAQ Cybersecurity ETF,34.26,0.0,,,,,https://old.nasdaq.com/symbol/cibr,
3542,CID,VictoryShares International High Div Volatility Wtd ETF,27.01,0.0,,,,,https://old.nasdaq.com/symbol/cid,
726,CIDM,Cinedigm Corp,0.6405,77915027.1165,,,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/cidm,
4406,CIEN,Ciena Corporation,41.13,6347162968.11,,1997.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cien,
4476,CIF,Colonial Intermediate High Income Fund,2.37,45646659.78,,,,,https://old.nasdaq.com/symbol/cif,
4495,CIG,Comp En De Mn Cemig ADS,2.15,3398368760.95,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cig,
4496,CIG.C,Comp En De Mn Cemig ADS,,0.0,,,,,https://old.nasdaq.com/symbol/cig.c,
779,CIGI,Colliers International Group Inc. ,66.22,2648721264.42,,,Finance,Real Estate,https://old.nasdaq.com/symbol/cigi,
695,CIH,China Index Holdings Limited,1.6,102963827.2,64352392.0,,Technology,EDP Services,https://old.nasdaq.com/symbol/cih,
4123,CII,Blackrock Capital and Income Strategies Fund Inc,15.39,679028346.0,,2004.0,,,https://old.nasdaq.com/symbol/cii,
718,CIIC,CIIG Merger Corp.,10.065,325539843.75,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ciic,
719,CIICU,CIIG Merger Corp.,10.45,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/ciicu,
720,CIICW,CIIG Merger Corp.,0.988,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ciicw,
6969,CIK,"Credit Suisse Asset Management Income Fund, Inc.",2.94,153776491.26,,,,,https://old.nasdaq.com/symbol/cik,
3543,CIL,VictoryShares International Volatility Wtd ETF,37.84,0.0,,,,,https://old.nasdaq.com/symbol/cil,
4377,CIM,Chimera Investment Corporation,9.08,2106749381.56,,2007.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cim,
4378,CIM^A,Chimera Investment Corporation,23.57,0.0,,,,,https://old.nasdaq.com/symbol/cim^a,
4379,CIM^B,Chimera Investment Corporation,21.0,0.0,,,,,https://old.nasdaq.com/symbol/cim^b,
4380,CIM^C,Chimera Investment Corporation,20.08,0.0,,,,,https://old.nasdaq.com/symbol/cim^c,
4381,CIM^D,Chimera Investment Corporation,20.64,0.0,,,,,https://old.nasdaq.com/symbol/cim^d,
725,CINF,Cincinnati Financial Corporation,77.44,12456495427.2,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cinf,
4412,CINR,Ciner Resources LP,12.28,242742873.8,,2013.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cinr,
4429,CIO,"City Office REIT, Inc.",7.79,338063541.43,,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cio,
4430,CIO^A,"City Office REIT, Inc.",25.46,0.0,,,,,https://old.nasdaq.com/symbol/cio^a,
